species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,basisOfRecord,depth
Dinemoura producta,33.85,-117.87,NA,PRESERVED_SPECIMEN,NA
Dinemoura producta,35,-70,NA,PRESERVED_SPECIMEN,NA
Dinemoura producta,18.5424,-66.0431,NA,PRESERVED_SPECIMEN,366
Dinemoura producta,-42.16,148.33,10000,PRESERVED_SPECIMEN,NA
Dinemoura producta,38.12,-74.35,NA,PRESERVED_SPECIMEN,NA
Dinemoura producta,43.63,-70.05,NA,PRESERVED_SPECIMEN,41
Dinemoura producta,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Dioecotaenia campbelli,9.75,-68.910278,NA,PRESERVED_SPECIMEN,NA
Dioecotaenia cancellata,37,-76,NA,PRESERVED_SPECIMEN,NA
Divaricobothrium tribelum,1.80429,109.78,NA,PRESERVED_SPECIMEN,NA
Doliobothrium musculosum,-12.759167,130.351944,500,PRESERVED_SPECIMEN,NA
Doliobothrium musculosum,-12.759167,130.351944,500,PRESERVED_SPECIMEN,NA
Doliobothrium musculosum,-12.7592,130.352,NA,PRESERVED_SPECIMEN,NA
Dollfusiella lineata,24.6652,-82.8554,NA,PRESERVED_SPECIMEN,NA
Duplicibothrium cairae,28.92,-113.53,NA,PRESERVED_SPECIMEN,NA
Duplicibothrium cairae,28.92,-113.53,NA,PRESERVED_SPECIMEN,NA
Duplicibothrium paulum,28.92,-113.53,NA,PRESERVED_SPECIMEN,NA
Duplicibothrium paulum,30.35,-114.65,NA,PRESERVED_SPECIMEN,NA
Echeneibothrium maculatum,59.2667,-1.5,NA,PRESERVED_SPECIMEN,94
Echeneibothrium maculatum,59.25,-1.5,NA,PRESERVED_SPECIMEN,100
Echinobothrium dorothyae,-34.3972,26.0406,NA,PRESERVED_SPECIMEN,NA
Echinobothrium dorothyae,-34.1144,22.8044,NA,PRESERVED_SPECIMEN,NA
Echinobothrium dorothyae,-34.9089,21.4825,NA,PRESERVED_SPECIMEN,NA
Echinobothrium elegans,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium elegans,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium euterpes,33.25,11.1667,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium heroniense,-14.699917,145.451617,NA,PRESERVED_SPECIMEN,NA
Echinobothrium joshuai,-36.5333,20.4333,NA,PRESERVED_SPECIMEN,NA
Echinobothrium joshuai,-34.5167,25.4,NA,PRESERVED_SPECIMEN,NA
Echinobothrium joshuai,-34.4667,25.45,NA,PRESERVED_SPECIMEN,NA
Echinobothrium joshuai,-36.3833,20.25,NA,PRESERVED_SPECIMEN,NA
Echinobothrium marquesi,-34.3711,26.2822,NA,PRESERVED_SPECIMEN,NA
Echinobothrium raji,48.352778,-64.453333,NA,PRESERVED_SPECIMEN,NA
Echinobothrium raji,48.352778,-64.453333,NA,PRESERVED_SPECIMEN,NA
Echinobothrium raji,48.352778,-64.453333,NA,PRESERVED_SPECIMEN,NA
Echinobothrium syrtensis,33.25,11.1667,NA,PRESERVED_SPECIMEN,NA
Echinobothrium syrtensis,33.25,11.25,NA,PRESERVED_SPECIMEN,NA
Echinobothrium tetabuanense,6.16953,117.704,NA,PRESERVED_SPECIMEN,NA
Echinobothrium typus,53.32093,-4.032669,5000,MATERIAL_SAMPLE,NA
Echinobothrium typus,53.31057,-4.181929,7000,MATERIAL_SAMPLE,NA
Echinobothrium typus,53.17672,-4.39702,3000,MATERIAL_SAMPLE,NA
Echinobothrium weipaense,-12.5864,141.709,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,44.316666,-61.3167,NA,PRESERVED_SPECIMEN,0
Echthrogaleus coleoptratus,-41.025,173.8833,500,HUMAN_OBSERVATION,2
Echthrogaleus coleoptratus,2.23,-157.6,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,1.6,-156.08,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-32.8833,-86.2833,NA,PRESERVED_SPECIMEN,20
Echthrogaleus coleoptratus,-32.87,-73.12,NA,PRESERVED_SPECIMEN,75
Echthrogaleus coleoptratus,-32.87,-73.12,NA,PRESERVED_SPECIMEN,75
Echthrogaleus coleoptratus,-32.87,-73.12,NA,PRESERVED_SPECIMEN,75
Echthrogaleus coleoptratus,-32.8833,-86.2833,NA,PRESERVED_SPECIMEN,20
Echthrogaleus coleoptratus,-32.87,-73.12,NA,PRESERVED_SPECIMEN,75
Echthrogaleus coleoptratus,-32.87,-73.12,NA,PRESERVED_SPECIMEN,75
Echthrogaleus coleoptratus,-31.8,-87.52,NA,PRESERVED_SPECIMEN,22.5
Echthrogaleus coleoptratus,-32.87,-73.12,NA,PRESERVED_SPECIMEN,75
Echthrogaleus coleoptratus,-20.0167,-83.3333,NA,PRESERVED_SPECIMEN,30
Echthrogaleus coleoptratus,-22.8667,-82.5,NA,PRESERVED_SPECIMEN,27.5
Echthrogaleus coleoptratus,-18.47,-83.32,NA,PRESERVED_SPECIMEN,22.5
Echthrogaleus coleoptratus,32.25,-30.47,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,33.85,-24.45,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,38.075,-6.33,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,33.85,-24.45,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,36.42,-17.42,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,30.58,-34.8,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,32.25,-30.47,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,38.07,-6.33,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,11.25,-113.43,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-42.4,74.92,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-42.4,74.92,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-42.4,74.92,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-42.4,74.92,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-42.4,74.92,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-42.4,74.92,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-24.3,41.43,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,41.17,-20.17,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,30.22,-53.35,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,32.95,-39.35,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-37.2,70.17,NA,PRESERVED_SPECIMEN,3949
Echthrogaleus coleoptratus,-37.2,70.17,NA,PRESERVED_SPECIMEN,3949
Echthrogaleus coleoptratus,-37.2,70.17,NA,PRESERVED_SPECIMEN,3949
Echthrogaleus coleoptratus,-35.13,70,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-37.2,70.17,NA,PRESERVED_SPECIMEN,3949
Echthrogaleus coleoptratus,-37.2,70.17,NA,PRESERVED_SPECIMEN,3949
Echthrogaleus coleoptratus,35.55,-71.72,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,40.42,-62.58,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,37.5,-71.55,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,36.25,-72.47,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,36.25,-72.38,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,36.25,-72.47,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,36.25,-72.47,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,7.05,-68.23,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,38.27,-70,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,38.58,-68.23,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,39.75,-70,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,40.4,-66.7,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,40,-68.23,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,37.4,-66.7,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,42.3,-14.03,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,37.82,-65.7,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,40.57,-64.03,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,38.2,-70,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,52.416667,-20.166667,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,41.527526,-70.661413,2207,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,-34.983,136,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,41.5431,-70.9122,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus coleoptratus,50.32,-5.21,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus denticulatus,30.1867,-29.75,NA,PRESERVED_SPECIMEN,77.5
Echthrogaleus denticulatus,30.1867,-29.75,NA,PRESERVED_SPECIMEN,77.5
Echthrogaleus denticulatus,-41.025,173.8833,500,HUMAN_OBSERVATION,2
Echthrogaleus denticulatus,1.97,-157.58,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus denticulatus,1.9,-157.65,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus denticulatus,-33.3,-79.0833,NA,PRESERVED_SPECIMEN,60
Echthrogaleus denticulatus,-32.93,-81.02,NA,PRESERVED_SPECIMEN,26
Echthrogaleus denticulatus,-8.55,-83.35,NA,PRESERVED_SPECIMEN,13
Echthrogaleus denticulatus,-8.7833,-81.3333,NA,PRESERVED_SPECIMEN,5
Echthrogaleus denticulatus,-8.7833,-81.3333,NA,PRESERVED_SPECIMEN,5
Echthrogaleus denticulatus,-10.6,-83.6667,NA,PRESERVED_SPECIMEN,16
Echthrogaleus denticulatus,-8.7833,-81.3333,NA,PRESERVED_SPECIMEN,5
Echthrogaleus denticulatus,16.22,63.48,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus denticulatus,9.47,54.87,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus denticulatus,-13.98,47.775,NA,PRESERVED_SPECIMEN,8
Echthrogaleus denticulatus,9.4333,69.9833,NA,PRESERVED_SPECIMEN,10
Echthrogaleus denticulatus,11.4667,69.9333,NA,PRESERVED_SPECIMEN,10
Echthrogaleus denticulatus,-1.12,71,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus denticulatus,-1.12,71,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus denticulatus,33.85,-117.87,NA,PRESERVED_SPECIMEN,NA
Echthrogaleus denticulatus,15.9667,62.55,NA,PRESERVED_SPECIMEN,500
Echthrogaleus denticulatus,15.9667,62.55,NA,PRESERVED_SPECIMEN,500
Echthrogaleus denticulatus,41.5431,-70.9122,NA,PRESERVED_SPECIMEN,14.5
Elicilacunosus dharmadii,-0.2144,109.083,NA,PRESERVED_SPECIMEN,NA
Elicilacunosus dharmadii,2.8978,112.096,NA,PRESERVED_SPECIMEN,NA
Elicilacunosus fahmii,-0.2144,109.083,NA,PRESERVED_SPECIMEN,NA
Elicilacunosus sarawakensis,1.8042,109.78,NA,PRESERVED_SPECIMEN,NA
Eniochobothrium euaxos,-12.833333,130.2,500,PRESERVED_SPECIMEN,NA
Eniochobothrium euaxos,-12.833333,130.2,500,PRESERVED_SPECIMEN,NA
Eniochobothrium euaxos,-12.833333,130.2,500,PRESERVED_SPECIMEN,NA
Eniochobothrium euaxos,-12.833333,130.2,500,PRESERVED_SPECIMEN,NA
Eniochobothrium euaxos,-12.833333,130.2,500,PRESERVED_SPECIMEN,NA
Eniochobothrium euaxos,-12.833333,130.2,500,PRESERVED_SPECIMEN,NA
Eniochobothrium euaxos,-12.833333,130.2,500,PRESERVED_SPECIMEN,NA
Eniochobothrium euaxos,-12.833333,130.2,500,PRESERVED_SPECIMEN,NA
Eniochobothrium euaxos,-12.8333,130.2,NA,PRESERVED_SPECIMEN,NA
Eniochobothrium euaxos,-12.8333,130.2,NA,PRESERVED_SPECIMEN,NA
Eudactylina acanthii,49.37,-124.007778,NA,PRESERVED_SPECIMEN,NA
Eudactylina acanthii,49.37,-124.007778,NA,PRESERVED_SPECIMEN,NA
Eudactylina acanthii,49.37,-124.007778,NA,PRESERVED_SPECIMEN,NA
Eudactylina acanthii,49.37,-124.007778,NA,PRESERVED_SPECIMEN,NA
Eudactylina acanthii,49.37,-124.007778,NA,PRESERVED_SPECIMEN,NA
Eudactylina acanthii,49.37,-124.007778,NA,PRESERVED_SPECIMEN,NA
Eudactylina acanthii,49.37,-124.007778,NA,PRESERVED_SPECIMEN,NA
Eudactylina acanthii,49.37,-124.007778,NA,PRESERVED_SPECIMEN,NA
Eudactylina aspera,-13.33,48.25,NA,PRESERVED_SPECIMEN,NA
Eudactylina aspera,-13.33,48.25,NA,PRESERVED_SPECIMEN,NA
Eudactylina aspera,-13.33,48.25,NA,PRESERVED_SPECIMEN,NA
Eudactylina aspera,-13.33,48.25,NA,PRESERVED_SPECIMEN,NA
Eudactylina aspera,-13.33,48.25,NA,PRESERVED_SPECIMEN,NA
Eudactylina aspera,-23.133,57.817,NA,PRESERVED_SPECIMEN,NA
Eudactylina aspera,-13.33,48.25,NA,PRESERVED_SPECIMEN,NA
Eudactylina aspera,-13.33,48.25,NA,PRESERVED_SPECIMEN,NA
Eudactylina aspera,-13.33,48.25,NA,PRESERVED_SPECIMEN,NA
Eudactylina aspera,-13.33,48.25,NA,PRESERVED_SPECIMEN,NA
Eudactylina myliobatidos,-12.5,-76.83,NA,PRESERVED_SPECIMEN,NA
Eudactylina myliobatidos,-12.5,-76.83,NA,PRESERVED_SPECIMEN,NA
Eudactylina pollex,-16.22,43.77,NA,PRESERVED_SPECIMEN,23
Eudactylina pollex,-16.22,43.77,NA,PRESERVED_SPECIMEN,23
Eudactylina pusilla,-13.33,48.25,NA,PRESERVED_SPECIMEN,NA
Eudactylina pusilla,-13.33,48.25,NA,PRESERVED_SPECIMEN,NA
Eudactylina tuberifera,-23.48,-70.42,NA,PRESERVED_SPECIMEN,NA
Eudactylina tuberifera,-23.48,-70.42,NA,PRESERVED_SPECIMEN,NA
Eudactylina tuberifera,-23.48,-70.42,NA,PRESERVED_SPECIMEN,NA
Flexibothrium ruhnkei,-35.7,150.683333,500,PRESERVED_SPECIMEN,NA
Flexibothrium ruhnkei,-35.7,150.683333,500,PRESERVED_SPECIMEN,NA
Flexibothrium ruhnkei,-35.7,150.683333,500,PRESERVED_SPECIMEN,NA
Flexibothrium ruhnkei,-35.7,150.683333,500,PRESERVED_SPECIMEN,NA
Flexibothrium ruhnkei,-35.7,150.683333,500,PRESERVED_SPECIMEN,NA
Flexibothrium ruhnkei,-35.7,150.683333,500,PRESERVED_SPECIMEN,NA
Flexibothrium ruhnkei,-35.7,150.683333,500,PRESERVED_SPECIMEN,NA
Flexibothrium ruhnkei,-35.7,150.683333,500,PRESERVED_SPECIMEN,NA
Flexibothrium ruhnkei,-35.7,150.683333,500,PRESERVED_SPECIMEN,NA
Flexibothrium ruhnkei,-35.7,150.68,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-14.6912,145.45475,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-14.69495,145.465933,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-14.69495,145.465933,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-14.647533,145.4525,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-14.69005,145.44265,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-14.6874,145.45465,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-14.647533,145.4525,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-14.647533,145.4525,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-14.69005,145.44265,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-14.647533,145.4525,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-14.6874,145.45465,NA,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-23.432778,151.930556,20,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Floriceps minacanthus,-23.45,151.92,1000,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.3364,130.911,NA,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.3364,130.911,NA,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.3364,130.911,NA,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.3364,130.911,NA,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus euzeti,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-27.616389,153.334444,20,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-27.616389,153.334444,20,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.5864,141.709,NA,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.586389,141.709444,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.586389,141.709444,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,1.80429,109.78,NA,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,1.804292,109.779769,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,1.804292,109.779769,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.7592,130.355,NA,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.7592,130.355,NA,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.759167,130.351944,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.759167,130.351944,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.336389,130.910833,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.759167,130.351944,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.759167,130.351944,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.759167,130.351944,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.759167,130.351944,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-12.759167,130.351944,500,PRESERVED_SPECIMEN,NA
Floriparicapitus plicatilis,-27.2,153.116667,20,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,30.1867,-29.75,NA,PRESERVED_SPECIMEN,77.5
Gangliopus pyriformis,1.9,-157.65,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,1.8,-157.7,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,1.9,-157.65,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,1.8,-157.7,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,-33.4,-79.02,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,-31.8,-87.52,NA,PRESERVED_SPECIMEN,22.5
Gangliopus pyriformis,-18.47,-83.32,NA,PRESERVED_SPECIMEN,22.5
Gangliopus pyriformis,-18.47,-83.32,NA,PRESERVED_SPECIMEN,22.5
Gangliopus pyriformis,-22.8667,-82.5,NA,PRESERVED_SPECIMEN,27.5
Gangliopus pyriformis,36.42,-17.42,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,33.85,-24.45,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,16.22,63.48,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,-0.52,54.93,NA,PRESERVED_SPECIMEN,4599
Gangliopus pyriformis,-6.47,55.2,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,9.47,54.87,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,1.05,54.77,NA,PRESERVED_SPECIMEN,4705
Gangliopus pyriformis,23.5,121,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,11.4667,69.9333,NA,PRESERVED_SPECIMEN,10
Gangliopus pyriformis,39.53,-28.03,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,-1.12,71,NA,PRESERVED_SPECIMEN,NA
Gangliopus pyriformis,-19.65,69.9,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,49.8167,-13.7167,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,29,-87.833333,NA,UNKNOWN,NA
Gonocerca phycidis,29,-87.833333,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,49.5333,-12.8,NA,PRESERVED_SPECIMEN,1541
Gonocerca phycidis,49.55,-11.6167,NA,PRESERVED_SPECIMEN,747
Gonocerca phycidis,31.3,-16.7833,NA,PRESERVED_SPECIMEN,4457
Gonocerca phycidis,49.9,-13.05,NA,PRESERVED_SPECIMEN,2570
Gonocerca phycidis,49.9833,-13.0667,NA,PRESERVED_SPECIMEN,2570
Gonocerca phycidis,-47.8167,168.8333,NA,PRESERVED_SPECIMEN,495
Gonocerca phycidis,-48.1333,168.5167,NA,PRESERVED_SPECIMEN,531
Gonocerca phycidis,-47.82,168.83,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-48.13,168.52,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,65.783333,-66.083333,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,65.783333,-66.083333,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,54.416667,-56.133333,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-53.0833,-50,NA,PRESERVED_SPECIMEN,500
Gonocerca phycidis,50.2833,-13.4167,NA,PRESERVED_SPECIMEN,2640
Gonocerca phycidis,50.7667,-12.9667,NA,PRESERVED_SPECIMEN,2200
Gonocerca phycidis,46.7167,-44.1333,NA,PRESERVED_SPECIMEN,521
Gonocerca phycidis,58,-10,NA,PRESERVED_SPECIMEN,755
Gonocerca phycidis,58,-8,NA,PRESERVED_SPECIMEN,1190
Gonocerca phycidis,58,-10,NA,PRESERVED_SPECIMEN,935
Gonocerca phycidis,48.066667,-64.566667,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,59.467,-7.758,NA,PRESERVED_SPECIMEN,1130
Gonocerca phycidis,54.775,-10.6,NA,PRESERVED_SPECIMEN,810
Gonocerca phycidis,57.7,-9.65,NA,PRESERVED_SPECIMEN,790
Gonocerca phycidis,57.65,-9.592,NA,PRESERVED_SPECIMEN,635
Gonocerca phycidis,59.875,-7.363,NA,PRESERVED_SPECIMEN,900
Gonocerca phycidis,56.604,-9.142,NA,PRESERVED_SPECIMEN,660.5
Gonocerca phycidis,56.483,-9.175,NA,PRESERVED_SPECIMEN,785
Gonocerca phycidis,60.058,-6.646,NA,PRESERVED_SPECIMEN,805
Gonocerca phycidis,56.604,-9.142,NA,PRESERVED_SPECIMEN,660.5
Gonocerca phycidis,60.05,-6.67,NA,PRESERVED_SPECIMEN,805
Gonocerca phycidis,60.17,-5,NA,PRESERVED_SPECIMEN,785
Gonocerca phycidis,-77.6392,166.4,NA,PRESERVED_SPECIMEN,4
Gonocerca phycidis,-77.85,166.63,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,59.42,-6.08,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,44.349,-68.3442,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,44.349,-68.3442,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,24.632778,-82.930278,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,24.632778,-82.930278,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,45,-69,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,24.632778,-82.930278,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,45,-69,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Gonocerca phycidis,-42,174,NA,PRESERVED_SPECIMEN,NA
Grillotiella exilis,-14.666667,145.45,20,PRESERVED_SPECIMEN,NA
Guidus argentinense,-37.1108,-54.3339,NA,PRESERVED_SPECIMEN,NA
Gyrocotyle fimbriata,47.6062,-122.332,NA,PRESERVED_SPECIMEN,NA
